1660050962195.431
1660050962252.943
1660050962255.694
1660050962255.9868
1660050962256.416
1660050962257.465
1660050962257.938
1660050962258.155
1660050962258.557
1660050962316.47
1660050962316.603
1660050962319.712
1660050962320.532
1660050962321.0208
1660050962321.441
1660050962321.5208
1660050962372.227
1660050962375.854
1660050962375.988
1660050962376.273
1660050962377.449
1660050962377.55
1660050962377.825
rh 	 temp 	 uva 	 uvb 	 x 	 y 	 blueg 	 blueb 	 worn 	 pressure
39.54 	 32.44 	 2.032 	 0.54528 	 114 	 113 	 32 	 35 	 0 	 101832
39.54 	 32.44 	 1.7779999999999998 	 0.5538 	 115 	 113 	 33 	 36 	 0 	 101834
39.54 	 32.44 	 1.7145 	 0.5538 	 115 	 113 	 33 	 36 	 0 	 101831
accx 	 accy 	 accz 	 gyrx 	 gyry 	 gyrz 	 magx 	 magy 	 magz 	 roll 	 pitch 	 yaw
-528 	 -860 	 101 	 -0.2 	 -0.1 	 -1.3 	 1474.0 	 -885.5 	 -84.5 	 -5.6 	 31.0 	 120.8
-524 	 -877 	 97 	 -0.2 	 -0.5 	 -1.7 	 1478.5 	 -884.0 	 -86.0 	 -5.6 	 31.0 	 120.8
-515 	 -866 	 96 	 -0.9 	 -0.9 	 -2.0 	 1471.0 	 -881.0 	 -81.5 	 -5.6 	 31.1 	 120.8
-540 	 -869 	 96 	 -0.6 	 -1.5 	 -1.0 	 1474.0 	 -890.0 	 -84.5 	 -5.7 	 31.1 	 120.8
-529 	 -886 	 102 	 -0.7 	 -2.9 	 0.1 	 1478.5 	 -893.0 	 -86.0 	 -5.7 	 31.1 	 120.7
-497 	 -908 	 111 	 1.8 	 -1.8 	 -0.1 	 1475.5 	 -887.0 	 -81.5 	 -5.7 	 31.1 	 120.7
-490 	 -896 	 125 	 4.5 	 1.3 	 -2.4 	 1477.0 	 -887.0 	 -84.5 	 -5.7 	 31.1 	 120.8
-521 	 -888 	 120 	 -1.3 	 1.5 	 -6.5 	 1480.0 	 -890.0 	 -84.5 	 -5.7 	 31.0 	 120.7
-515 	 -906 	 100 	 -5.8 	 0.4 	 -7.0 	 1472.5 	 -891.5 	 -81.5 	 -5.7 	 30.9 	 120.7
-524 	 -914 	 86 	 -6.6 	 -0.3 	 -6.2 	 1472.5 	 -896.0 	 -86.0 	 -5.7 	 30.8 	 120.6
-512 	 -918 	 75 	 -7.1 	 -1.4 	 -7.4 	 1468.0 	 -888.5 	 -89.0 	 -5.6 	 30.7 	 120.6
-510 	 -905 	 76 	 -6.1 	 -1.9 	 -10.7 	 1477.0 	 -893.0 	 -86.0 	 -5.5 	 30.5 	 120.5
-486 	 -922 	 83 	 -4.0 	 -1.4 	 -13.6 	 1472.5 	 -893.0 	 -84.5 	 -5.5 	 30.4 	 120.4
-470 	 -907 	 96 	 0.8 	 1.3 	 -21.4 	 1471.0 	 -897.5 	 -84.5 	 -5.4 	 30.0 	 120.4
-487 	 -805 	 118 	 1.2 	 3.4 	 -25.3 	 1474.0 	 -897.5 	 -89.0 	 -5.4 	 29.6 	 120.4
1660050962540.047
1660050962540.169
1660050962541.3352
1660050962541.4587
1660050962541.7622
1660050962542.368
1660050962543.399
1660050962543.714
1660050962570.1829
1660050962570.73
1660050962571.069
1660050962571.895
1660050962572.302
1660050962573.239
1660050962573.436
1660050962573.946
1660050962600.037
1660050962600.1667
1660050962601.1418
1660050962601.2568
1660050962601.728
1660050962601.917
1660050962604.373
rh 	 temp 	 uva 	 uvb 	 x 	 y 	 blueg 	 blueb 	 worn 	 pressure
39.54 	 32.44 	 1.651 	 0.54528 	 115 	 113 	 33 	 36 	 0 	 101837
39.52 	 32.46 	 1.7779999999999998 	 0.5197200000000001 	 115 	 113 	 33 	 36 	 0 	 101833
39.52 	 32.46 	 1.7779999999999998 	 0.53676 	 115 	 113 	 33 	 36 	 0 	 101835
accx 	 accy 	 accz 	 gyrx 	 gyry 	 gyrz 	 magx 	 magy 	 magz 	 roll 	 pitch 	 yaw
-517 	 -837 	 137 	 -2.7 	 3.5 	 -20.6 	 1462.0 	 -900.5 	 -81.5 	 -5.3 	 29.3 	 120.4
-515 	 -839 	 145 	 -4.4 	 2.3 	 -19.6 	 1465.0 	 -906.5 	 -89.0 	 -5.3 	 28.8 	 120.5
-524 	 -838 	 138 	 -8.0 	 -0.4 	 -19.8 	 1466.5 	 -906.5 	 -83.0 	 -5.2 	 28.4 	 120.4
-551 	 -865 	 132 	 -14.7 	 -6.5 	 -21.4 	 1454.5 	 -899.0 	 -81.5 	 -5.0 	 28.0 	 120.3
-581 	 -866 	 123 	 -17.8 	 -10.3 	 -21.7 	 1462.0 	 -908.0 	 -75.5 	 -4.9 	 27.6 	 120.1
-593 	 -880 	 123 	 -22.4 	 -15.1 	 -20.9 	 1456.0 	 -909.5 	 -81.5 	 -4.7 	 27.4 	 119.8
-596 	 -886 	 115 	 -25.6 	 -19.8 	 -21.0 	 1454.5 	 -923.0 	 -84.5 	 -4.5 	 26.9 	 119.3
-561 	 -884 	 104 	 -28.9 	 -24.1 	 -20.9 	 1454.5 	 -923.0 	 -83.0 	 -4.2 	 26.5 	 118.8
-534 	 -916 	 96 	 -31.1 	 -26.3 	 -21.8 	 1457.5 	 -929.0 	 -81.5 	 -3.9 	 26.0 	 118.1
-514 	 -920 	 96 	 -29.8 	 -29.3 	 -25.5 	 1439.5 	 -929.0 	 -81.5 	 -3.6 	 25.5 	 117.3
-483 	 -917 	 72 	 -29.6 	 -31.7 	 -27.5 	 1445.5 	 -933.5 	 -83.0 	 -3.4 	 25.1 	 116.6
-451 	 -903 	 38 	 -28.2 	 -31.4 	 -28.4 	 1433.5 	 -936.5 	 -81.5 	 -3.1 	 24.5 	 115.7
-453 	 -883 	 16 	 -27.5 	 -31.3 	 -29.2 	 1435.0 	 -947.0 	 -87.5 	 -2.8 	 24.0 	 115.0
-420 	 -937 	 3 	 -24.6 	 -30.8 	 -23.1 	 1426.0 	 -944.0 	 -93.5 	 -2.6 	 23.5 	 114.1
-414 	 -906 	 9 	 -16.1 	 -28.2 	 -13.0 	 1421.5 	 -951.5 	 -96.5 	 -2.5 	 23.1 	 113.3
1660050962811.466
1660050962812.345
1660050962813.022
1660050962813.3188
1660050962813.426
1660050962814.519
1660050962814.827
1660050962815.473
1660050962839.971
1660050962840.1401
1660050962841.0417
1660050962841.179
1660050962842.269
1660050962842.37
1660050962843.153
1660050962843.24
1660050962870.229
1660050962870.651
1660050962871.5122
1660050962871.739
1660050962872.586
1660050962872.677
1660050962873.7979
rh 	 temp 	 uva 	 uvb 	 x 	 y 	 blueg 	 blueb 	 worn 	 pressure
39.54 	 32.44 	 1.651 	 0.5026799999999999 	 150 	 132 	 38 	 44 	 0 	 101833
39.54 	 32.44 	 1.3335 	 0.49416 	 150 	 132 	 38 	 44 	 0 	 101831
39.5 	 32.48 	 1.3969999999999998 	 0.48563999999999996 	 150 	 132 	 38 	 44 	 0 	 101832
accx 	 accy 	 accz 	 gyrx 	 gyry 	 gyrz 	 magx 	 magy 	 magz 	 roll 	 pitch 	 yaw
-464 	 -903 	 45 	 -12.4 	 -30.2 	 -7.9 	 1421.5 	 -954.5 	 -95.0 	 -2.4 	 22.8 	 112.5
-496 	 -912 	 68 	 -15.1 	 -40.8 	 -8.6 	 1421.5 	 -953.0 	 -104.0 	 -2.3 	 22.5 	 111.5
-493 	 -951 	 86 	 -17.5 	 -52.2 	 -12.3 	 1414.0 	 -954.5 	 -102.5 	 -2.3 	 22.4 	 110.4
-536 	 -938 	 111 	 -19.6 	 -61.5 	 -17.6 	 1409.5 	 -948.5 	 -102.5 	 -2.4 	 22.3 	 109.2
-568 	 -906 	 146 	 -23.2 	 -74.9 	 -22.9 	 1412.5 	 -953.0 	 -107.0 	 -2.6 	 21.9 	 107.7
-538 	 -948 	 135 	 -29.8 	 -89.6 	 -26.1 	 1396.0 	 -966.5 	 -123.5 	 -2.6 	 21.5 	 106.4
-487 	 -968 	 101 	 -28.6 	 -98.6 	 -25.8 	 1387.0 	 -969.5 	 -125.0 	 -2.9 	 20.9 	 104.3
-465 	 -976 	 70 	 -25.0 	 -104.7 	 -23.5 	 1378.0 	 -977.0 	 -126.5 	 -3.1 	 20.4 	 102.5
-428 	 -968 	 54 	 -21.5 	 -108.9 	 -22.8 	 1367.5 	 -984.5 	 -140.0 	 -3.3 	 19.8 	 100.3
-388 	 -1016 	 14 	 -16.8 	 -109.6 	 -21.3 	 1360.0 	 -981.5 	 -150.5 	 -3.7 	 19.3 	 98.0
-338 	 -1007 	 -12 	 -12.7 	 -105.6 	 -20.0 	 1354.0 	 -978.5 	 -152.0 	 -4.0 	 18.8 	 96.3
